"player","salary","team","pos","opp","ceil","floor","fpts"
"Michael Beasley",4400,"NYK","SF/PF","SAS",29.4448,4.0152,16.73
"Ron Baker",3300,"NYK","PG/SG","SAS",10.5138,1.3662,5.94
"Jarrett Jack",4300,"NYK","PG","SAS",35.0708,5.7092,20.39
"Kyle O'Quinn",3800,"NYK","PF/C","SAS",27.0816,5.1584,16.12
"Lance Thomas",3300,"NYK","SF/PF","SAS",23.4525,3.0475,13.25
"LaMarcus Aldridge",7800,"SAS","PF/C","NYK",53.4198,19.2602,36.34
"Kyle Anderson",4300,"SAS","PG/SF","NYK",28.6032,3.7168,16.16
"Davis Bertans",3400,"SAS","SF/PF","NYK",8.2128,1.0672,4.64
"Patty Mills",3800,"SAS","PG","NYK",21.9328,7.5072,14.72
"Rudy Gay",4700,"SAS","SF/PF","NYK",25.3241,6.9359,16.13
"Pau Gasol",6700,"SAS","PF/C","NYK",48.3638,12.8562,30.61
"Doug McDermott",3500,"NYK","SF/PF","SAS",28.5864,4.6536,16.62
"Enes Kanter",6900,"NYK","PF/C","SAS",52.377,13.923,33.15
"Marcus Morris",4600,"BOS","SF/PF","HOU",23.9316,8.6284,16.28
"Semi Ojeleye",3200,"BOS","SG/SF","HOU",7.2288,2.8112,5.02
"Aron Baynes",3500,"BOS","C","HOU",22.3155,3.7845,13.05
"Terry Rozier",4300,"BOS","PG/SG","HOU",25.7565,5.4635,15.61
"Daniel Theis",3700,"BOS","PF/C","HOU",17.0928,6.6472,11.87
"Kyrie Irving",8000,"BOS","PG","HOU",56.964,23.836,40.4
"Frank Ntilikina",3700,"NYK","PG/SG","SAS",24.0192,9.3408,16.68
"Courtney Lee",4900,"NYK","SG/SF","SAS",37.2204,13.4196,25.32
"Kristaps Porzingis",7900,"NYK","PF/C","SAS",56.24,17.76,37
"Bobby Brown",3000,"HOU","PG","BOS",9.983,3.417,6.7
"Bryn Forbes",3400,"SAS","PG/SG","NYK",16.0008,2.0792,9.04
"Danny Green",4600,"SAS","SG/SF","NYK",25.8648,7.2952,16.58
"Jusuf Nurkic",6300,"POR","C","PHI",49.3476,6.4124,27.88
"Evan Turner",3800,"POR","SG/SF","PHI",22.4667,6.1533,14.31
"C.J. McCollum",7000,"POR","PG/SG","PHI",41.9892,21.6308,31.81
"Damian Lillard",8400,"POR","PG","PHI",58.4256,27.4944,42.96
"Maurice Harkless",3500,"POR","SF/PF","PHI",16.056,6.244,11.15
"Pat Connaughton",3200,"POR","SG/SF","PHI",17.7705,3.7695,10.77
"Al-Farouq Aminu",4800,"POR","SF/PF","PHI",38.9137,9.4263,24.17
"Zach Collins",3600,"POR","PF/C","PHI",18.6336,7.2464,12.94
"Shabazz Napier",4200,"POR","PG/SG","PHI",29.7891,3.8709,16.83
"Ed Davis",3600,"POR","PF/C","PHI",31.6476,4.1124,17.88
"Jerryd Bayless",3800,"PHI","PG/SG","POR",14.2311,8.9089,11.57
"Amir Johnson",3700,"PHI","PF/C","POR",19.296,4.824,12.06
"Trevor Booker",4000,"PHI","PF/C","POR",21.7719,6.6881,14.23
"Tony Parker",4200,"SAS","PG","NYK",30.9414,7.9786,19.46
"Kawhi Leonard",6000,"SAS","SF/PF","NYK",43.4985,18.2015,30.85
"Manu Ginobili",4100,"SAS","SG/SF","NYK",27.9708,6.3492,17.16
"Ben Simmons",8700,"PHI","PG/SF","POR",55.5408,21.5992,38.57
"J.J. Redick",5200,"PHI","SG/SF","POR",38.802,14.718,26.76
"Dario Saric",6000,"PHI","PF/C","POR",39.5752,13.9048,26.74
"T.J. McConnell",4200,"PHI","PG","POR",25.5255,10.1745,17.85
"Joel Embiid",9600,"PHI","C","POR",77.6886,20.6514,49.17
"Robert Covington",5900,"PHI","SF/PF","POR",47.1,12.9,30
"Al Horford",7100,"BOS","PF/C","HOU",52.9844,18.1356,35.56
"Jayson Tatum",5500,"BOS","SF/PF","HOU",35.6112,13.8488,24.73
"Elfrid Payton",6800,"ORL","PG","DET",46.8432,18.2168,32.53
"D.J. Augustin",3700,"ORL","PG/SG","DET",18.9807,6.1593,12.57
"Wesley Iwundu",3200,"ORL","SG/SF","DET",10.4688,4.0712,7.27
"Marreese Speights",3800,"ORL","PF/C","DET",23.0384,6.8816,14.96
"Mario Hezonja",4500,"ORL","SG","DET",30.9042,4.0158,17.46
"Adreian Payne",3600,"ORL","PF","DET",15.8696,3.2504,9.56
"Jimmy Butler",7700,"MIN","SG","MIL",58.9016,24.0584,41.48
"Jamal Crawford",3800,"MIN","SG","MIL",28.755,9.585,19.17
"Taj Gibson",5700,"MIN","PF/C","MIL",36.4124,13.4676,24.94
"Andrew Wiggins",5600,"MIN","SG/SF","MIL",36.4056,18.7544,27.58
"Karl-Anthony Towns",8900,"MIN","C","MIL",58.5144,34.3656,46.44
"Bismack Biyombo",4600,"ORL","PF/C","DET",33.728,9.792,21.76
"Jonathon Simmons",6400,"ORL","SG/SF","DET",45.3215,10.9785,28.15
"Luke Kennard",3600,"DET","SG","ORL",16.8048,6.5352,11.67
"Ish Smith",4900,"DET","PG","ORL",45.6624,17.7576,31.71
"Anthony Tolliver",3800,"DET","SF/PF","ORL",29.316,5.584,17.45
"Tobias Harris",6600,"DET","SF/PF","ORL",45.522,21.918,33.72
"Langston Galloway",3800,"DET","PG/SG","ORL",36.8424,5.9976,21.42
"Reggie Bullock",4000,"DET","SG/SF","ORL",36.2212,7.4188,21.82
"Evan Fournier",5400,"ORL","SG/SF","DET",40.2717,13.0683,26.67
"Aaron Gordon",7600,"ORL","SF/PF","DET",50.9416,17.8984,34.42
"Stanley Johnson",4100,"DET","SG/SF","ORL",32.938,5.362,19.15
"Eric Moreland",3000,"DET","PF/C","ORL",14.5584,5.6616,10.11
"Tyus Jones",3400,"MIN","PG/SG","MIL",53.7195,6.9805,30.35
"Nemanja Bjelica",3300,"MIN","SF/PF","MIL",19.3461,2.5139,10.93
"Ryan Anderson",4900,"HOU","PF/C","BOS",34.6652,9.2148,21.94
"Trevor Ariza",5300,"HOU","SG/SF","BOS",34.965,16.835,25.9
"Eric Gordon",5800,"HOU","SG","BOS",46.8897,18.6903,32.79
"James Harden",11400,"HOU","PG/SG","BOS",78.246,45.954,62.1
"P.J. Tucker",4700,"HOU","SF/PF","BOS",32.9714,9.8486,21.41
"Tarik Black",3400,"HOU","PF/C","BOS",24.9816,4.7584,14.87
"Marcus Smart",5100,"BOS","SG/SF","HOU",33.292,14.268,23.78
"Jaylen Brown",5200,"BOS","SG/SF","HOU",44.6775,6.3825,25.53
"Briante Weber",3000,"HOU","PG","BOS",16.8048,6.5352,11.67
"Nene ",3900,"HOU","C","BOS",27.0496,7.1904,17.12
"Aaron Brooks",3000,"MIN","PG/SG","MIL",27.4704,3.5696,15.52
"Shabazz Muhammad",3300,"MIN","SG/SF","MIL",3.9852,0.8748,2.43
"Malcolm Brogdon",4800,"MIL","PG/SG","MIN",36.1645,11.7355,23.95
"Khris Middleton",7500,"MIL","SG/SF","MIN",56.048,16.272,36.16
"Giannis Antetokounmpo",10900,"MIL","SF/PF","MIN",70.1374,36.9426,53.54
"Gorgui Dieng",3600,"MIN","PF/C","MIL",19.818,9.542,14.68
"Eric Bledsoe",7100,"MIL","PG/SG","MIN",51.9536,16.4064,34.18
"Tony Snell",3700,"MIL","SG/SF","MIN",24.8979,8.5221,16.71
"DeAndre Liggins",3200,"MIL","SG/SF","MIN",11.5581,1.5019,6.53
"Thon Maker",3200,"MIL","PF/C","MIN",20.9568,2.7232,11.84
"Matthew Dellavedova",3200,"MIL","PG/SG","MIN",13.65,4.55,9.1
"John Henson",4800,"MIL","C","MIN",41.038,7.242,24.14
"Andre Drummond",9400,"DET","C","ORL",62.9544,29.6256,46.29
